instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Month,Weekday_Name,Season_Name,Weather_Condition,is_weekend,Day_Type
2227,2011-04-07,2,0,4,15,0,4,1,1,0.6,0.6212,0.38,0.1045,27,133,160,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2228,2011-04-07,2,0,4,16,0,4,1,1,0.6,0.6212,0.35,0.0,52,161,213,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2229,2011-04-07,2,0,4,17,0,4,1,1,0.52,0.5,0.52,0.2836,63,280,343,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2230,2011-04-07,2,0,4,18,0,4,1,1,0.48,0.4697,0.55,0.2537,68,265,333,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2231,2011-04-07,2,0,4,19,0,4,1,1,0.46,0.4545,0.59,0.2985,34,192,226,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2232,2011-04-07,2,0,4,20,0,4,1,1,0.44,0.4394,0.62,0.1642,37,166,203,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2233,2011-04-07,2,0,4,21,0,4,1,2,0.44,0.4394,0.67,0.2836,19,89,108,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2234,2011-04-07,2,0,4,22,0,4,1,2,0.4,0.4091,0.76,0.194,18,63,81,April,Thursday,Summer,Mist or Cloudy,0,Weekday
2235,2011-04-07,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2236,2011-04-08,2,0,4,0,0,5,1,2,0.36,0.3485,0.76,0.2239,4,21,25,April,Friday,Summer,Mist or Cloudy,0,Weekday
2237,2011-04-08,2,0,4,1,0,5,1,2,0.34,0.3333,0.76,0.1343,3,6,9,April,Friday,Summer,Mist or Cloudy,0,Weekday
2238,2011-04-08,2,0,4,2,0,5,1,3,0.34,0.3333,0.76,0.1642,3,10,13,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2239,2011-04-08,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2240,2011-04-08,2,0,4,4,0,5,1,2,0.34,0.3333,0.86,0.1343,0,1,1,April,Friday,Summer,Mist or Cloudy,0,Weekday
2241,2011-04-08,2,0,4,5,0,5,1,2,0.32,0.3182,0.87,0.194,1,8,9,April,Friday,Summer,Mist or Cloudy,0,Weekday
2242,2011-04-08,2,0,4,6,0,5,1,2,0.34,0.3636,0.87,0.0,2,33,35,April,Friday,Summer,Mist or Cloudy,0,Weekday
2243,2011-04-08,2,0,4,7,0,5,1,3,0.34,0.3333,0.87,0.1642,4,109,113,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2244,2011-04-08,2,0,4,8,0,5,1,3,0.34,0.3333,0.87,0.1642,13,208,221,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2245,2011-04-08,2,0,4,9,0,5,1,2,0.36,0.3485,0.76,0.194,17,168,185,April,Friday,Summer,Mist or Cloudy,0,Weekday
2246,2011-04-08,2,0,4,10,0,5,1,2,0.36,0.3333,0.71,0.2836,10,63,73,April,Friday,Summer,Mist or Cloudy,0,Weekday
2247,2011-04-08,2,0,4,11,0,5,1,2,0.4,0.4091,0.62,0.3881,19,79,98,April,Friday,Summer,Mist or Cloudy,0,Weekday
2248,2011-04-08,2,0,4,12,0,5,1,3,0.38,0.3939,0.66,0.2239,29,51,80,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2249,2011-04-08,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2250,2011-04-08,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2239,2,13,15,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2251,2011-04-08,2,0,4,15,0,5,1,3,0.34,0.3182,0.87,0.2239,1,24,25,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2252,2011-04-08,2,0,4,16,0,5,1,2,0.32,0.303,0.93,0.2537,2,58,60,April,Friday,Summer,Mist or Cloudy,0,Weekday
2253,2011-04-08,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,148,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2254,2011-04-08,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2537,8,54,62,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2255,2011-04-08,2,0,4,19,0,5,1,3,0.3,0.2727,0.93,0.4179,1,52,53,April,Friday,Summer,Light Snow or Light Rain,0,Weekday
2256,2011-04-08,2,0,4,20,0,5,1,2,0.3,0.2727,0.93,0.3284,12,51,63,April,Friday,Summer,Mist or Cloudy,0,Weekday
2257,2011-04-08,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,54,April,Friday,Summer,Mist or Cloudy,0,Weekday
2258,2011-04-08,2,0,4,22,0,5,1,2,0.3,0.2727,0.93,0.2985,9,42,51,April,Friday,Summer,Mist or Cloudy,0,Weekday
2259,2011-04-08,2,0,4,23,0,5,1,2,0.3,0.2879,0.93,0.2239,4,31,35,April,Friday,Summer,Mist or Cloudy,0,Weekday
2260,2011-04-09,2,0,4,0,0,6,0,2,0.3,0.2879,0.87,0.2239,5,26,31,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2261,2011-04-09,2,0,4,1,0,6,0,2,0.3,0.303,0.87,0.1343,3,17,20,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2262,2011-04-09,2,0,4,2,0,6,0,2,0.32,0.303,0.87,0.2239,2,15,17,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2263,2011-04-09,2,0,4,3,0,6,0,3,0.3,0.2879,1.0,0.2537,3,11,14,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2264,2011-04-09,2,0,4,4,0,6,0,3,0.3,0.2727,1.0,0.2537,0,3,3,April,Saturday,Summer,Light Snow or Light Rain,1,Weekend
2265,2011-04-09,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2266,2011-04-09,2,0,4,6,0,6,0,2,0.3,0.2879,0.93,0.194,0,13,13,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2267,2011-04-09,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,8,13,21,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2268,2011-04-09,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,7,47,54,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2269,2011-04-09,2,0,4,9,0,6,0,2,0.34,0.3485,0.87,0.1045,27,71,98,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2270,2011-04-09,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,43,90,133,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2271,2011-04-09,2,0,4,11,0,6,0,2,0.36,0.3636,0.81,0.0,51,91,142,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2272,2011-04-09,2,0,4,12,0,6,0,2,0.36,0.3485,0.81,0.1343,79,123,202,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2273,2011-04-09,2,0,4,13,0,6,0,2,0.36,0.3788,0.81,0.0,114,108,222,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2274,2011-04-09,2,0,4,14,0,6,0,2,0.36,0.3485,0.81,0.1343,94,118,212,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2275,2011-04-09,2,0,4,15,0,6,0,2,0.36,0.3788,0.87,0.0,85,116,201,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2276,2011-04-09,2,0,4,16,0,6,0,2,0.38,0.3939,0.82,0.0,73,118,191,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2277,2011-04-09,2,0,4,17,0,6,0,2,0.38,0.3939,0.82,0.0896,128,129,257,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2278,2011-04-09,2,0,4,18,0,6,0,2,0.38,0.3939,0.82,0.1045,48,129,177,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2279,2011-04-09,2,0,4,19,0,6,0,2,0.38,0.3939,0.82,0.1343,47,83,130,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2280,2011-04-09,2,0,4,20,0,6,0,2,0.38,0.3939,0.87,0.1642,19,74,93,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2281,2011-04-09,2,0,4,21,0,6,0,2,0.36,0.3485,0.93,0.1343,10,65,75,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2282,2011-04-09,2,0,4,22,0,6,0,2,0.36,0.3485,0.93,0.1343,21,66,87,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2283,2011-04-09,2,0,4,23,0,6,0,2,0.38,0.3939,0.87,0.0896,12,45,57,April,Saturday,Summer,Mist or Cloudy,1,Weekend
2284,2011-04-10,2,0,4,0,0,0,0,2,0.38,0.3939,0.87,0.0896,5,48,53,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2285,2011-04-10,2,0,4,1,0,0,0,2,0.38,0.3939,0.87,0.1343,6,31,37,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2286,2011-04-10,2,0,4,2,0,0,0,2,0.38,0.3939,0.87,0.0896,12,24,36,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2287,2011-04-10,2,0,4,3,0,0,0,2,0.38,0.3939,0.87,0.1343,5,11,16,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2288,2011-04-10,2,0,4,4,0,0,0,2,0.36,0.3636,0.93,0.1045,3,2,5,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2289,2011-04-10,2,0,4,5,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2290,2011-04-10,2,0,4,6,0,0,0,2,0.36,0.3636,0.93,0.0896,0,4,4,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2291,2011-04-10,2,0,4,7,0,0,0,2,0.36,0.3636,1.0,0.0896,3,7,10,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2292,2011-04-10,2,0,4,8,0,0,0,2,0.38,0.3939,0.94,0.0896,17,38,55,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2293,2011-04-10,2,0,4,9,0,0,0,2,0.38,0.3939,0.94,0.1343,31,50,81,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2294,2011-04-10,2,0,4,10,0,0,0,2,0.4,0.4091,0.87,0.0,69,81,150,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2295,2011-04-10,2,0,4,11,0,0,0,2,0.4,0.4091,0.87,0.1343,93,109,202,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2296,2011-04-10,2,0,4,12,0,0,0,2,0.42,0.4242,0.88,0.1343,94,136,230,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2297,2011-04-10,2,0,4,13,0,0,0,1,0.46,0.4545,0.82,0.1045,121,142,263,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2298,2011-04-10,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.194,148,133,281,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2299,2011-04-10,2,0,4,15,0,0,0,1,0.5,0.4848,0.77,0.2239,156,141,297,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2300,2011-04-10,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,135,153,288,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2301,2011-04-10,2,0,4,17,0,0,0,2,0.52,0.5,0.72,0.194,84,152,236,April,Sunday,Summer,Mist or Cloudy,1,Weekend
2302,2011-04-10,2,0,4,18,0,0,0,1,0.5,0.4848,0.77,0.194,103,137,240,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2303,2011-04-10,2,0,4,19,0,0,0,1,0.5,0.4848,0.77,0.194,47,84,131,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2304,2011-04-10,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2305,2011-04-10,2,0,4,21,0,0,0,1,0.44,0.4394,0.88,0.194,18,77,95,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2306,2011-04-10,2,0,4,22,0,0,0,1,0.44,0.4394,0.94,0.2537,12,45,57,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2307,2011-04-10,2,0,4,23,0,0,0,1,0.46,0.4545,0.88,0.3582,5,27,32,April,Sunday,Summer,Clear or Partly Cloudy,1,Weekend
2308,2011-04-11,2,0,4,0,0,1,1,1,0.48,0.4697,0.88,0.3284,7,16,23,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2309,2011-04-11,2,0,4,1,0,1,1,1,0.46,0.4545,0.94,0.2836,1,3,4,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2310,2011-04-11,2,0,4,2,0,1,1,1,0.46,0.4545,0.94,0.2836,7,2,9,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2311,2011-04-11,2,0,4,4,0,1,1,1,0.46,0.4545,0.94,0.194,0,1,1,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2312,2011-04-11,2,0,4,5,0,1,1,1,0.46,0.4545,0.94,0.194,1,12,13,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2313,2011-04-11,2,0,4,6,0,1,1,2,0.46,0.4545,1.0,0.2239,2,59,61,April,Monday,Summer,Mist or Cloudy,0,Weekday
2314,2011-04-11,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,12,164,176,April,Monday,Summer,Mist or Cloudy,0,Weekday
2315,2011-04-11,2,0,4,8,0,1,1,2,0.52,0.5,0.88,0.2836,28,286,314,April,Monday,Summer,Mist or Cloudy,0,Weekday
2316,2011-04-11,2,0,4,9,0,1,1,2,0.56,0.5303,0.83,0.2836,33,132,165,April,Monday,Summer,Mist or Cloudy,0,Weekday
2317,2011-04-11,2,0,4,10,0,1,1,2,0.56,0.5303,0.83,0.2985,41,55,96,April,Monday,Summer,Mist or Cloudy,0,Weekday
2318,2011-04-11,2,0,4,11,0,1,1,2,0.6,0.5909,0.73,0.2985,45,59,104,April,Monday,Summer,Mist or Cloudy,0,Weekday
2319,2011-04-11,2,0,4,12,0,1,1,2,0.6,0.5909,0.73,0.3284,37,97,134,April,Monday,Summer,Mist or Cloudy,0,Weekday
2320,2011-04-11,2,0,4,13,0,1,1,2,0.64,0.6061,0.69,0.4179,62,77,139,April,Monday,Summer,Mist or Cloudy,0,Weekday
2321,2011-04-11,2,0,4,14,0,1,1,2,0.72,0.6667,0.54,0.3582,60,85,145,April,Monday,Summer,Mist or Cloudy,0,Weekday
2322,2011-04-11,2,0,4,15,0,1,1,1,0.74,0.6667,0.48,0.5224,56,85,141,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2323,2011-04-11,2,0,4,16,0,1,1,1,0.74,0.6667,0.48,0.5224,73,162,235,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2324,2011-04-11,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,100,352,452,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2325,2011-04-11,2,0,4,18,0,1,1,1,0.72,0.6667,0.51,0.3881,93,290,383,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2326,2011-04-11,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,73,211,284,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2327,2011-04-11,2,0,4,20,0,1,1,1,0.68,0.6364,0.57,0.5224,44,122,166,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2328,2011-04-11,2,0,4,21,0,1,1,1,0.66,0.6212,0.61,0.2537,39,119,158,April,Monday,Summer,Clear or Partly Cloudy,0,Weekday
2329,2011-04-11,2,0,4,22,0,1,1,2,0.64,0.6212,0.5,0.2836,25,66,91,April,Monday,Summer,Mist or Cloudy,0,Weekday
2330,2011-04-11,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0.0,16,38,54,April,Monday,Summer,Light Snow or Light Rain,0,Weekday
2331,2011-04-12,2,0,4,0,0,2,1,2,0.62,0.6212,0.5,0.1045,11,13,24,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2332,2011-04-12,2,0,4,1,0,2,1,2,0.62,0.6212,0.5,0.0896,6,7,13,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2333,2011-04-12,2,0,4,2,0,2,1,2,0.6,0.6212,0.53,0.1343,7,7,14,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2334,2011-04-12,2,0,4,3,0,2,1,2,0.58,0.5455,0.56,0.1343,0,1,1,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2335,2011-04-12,2,0,4,4,0,2,1,2,0.56,0.5303,0.64,0.1343,4,2,6,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2336,2011-04-12,2,0,4,5,0,2,1,2,0.54,0.5152,0.68,0.1343,1,15,16,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2337,2011-04-12,2,0,4,6,0,2,1,2,0.54,0.5152,0.68,0.2836,3,55,58,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2338,2011-04-12,2,0,4,7,0,2,1,2,0.54,0.5152,0.68,0.2239,12,177,189,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2339,2011-04-12,2,0,4,8,0,2,1,3,0.48,0.4697,0.88,0.3881,15,211,226,April,Tuesday,Summer,Light Snow or Light Rain,0,Weekday
2340,2011-04-12,2,0,4,9,0,2,1,3,0.46,0.4545,0.94,0.4925,4,50,54,April,Tuesday,Summer,Light Snow or Light Rain,0,Weekday
2341,2011-04-12,2,0,4,10,0,2,1,3,0.5,0.4848,0.82,0.4179,6,34,40,April,Tuesday,Summer,Light Snow or Light Rain,0,Weekday
2342,2011-04-12,2,0,4,11,0,2,1,1,0.52,0.5,0.77,0.3582,11,38,49,April,Tuesday,Summer,Clear or Partly Cloudy,0,Weekday
2343,2011-04-12,2,0,4,12,0,2,1,2,0.56,0.5303,0.64,0.4627,9,83,92,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2344,2011-04-12,2,0,4,13,0,2,1,3,0.54,0.5152,0.68,0.2836,22,84,106,April,Tuesday,Summer,Light Snow or Light Rain,0,Weekday
2345,2011-04-12,2,0,4,14,0,2,1,2,0.5,0.4848,0.82,0.2836,16,28,44,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2346,2011-04-12,2,0,4,15,0,2,1,2,0.48,0.4697,0.77,0.5224,24,54,78,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2347,2011-04-12,2,0,4,16,0,2,1,2,0.48,0.4697,0.77,0.3881,19,80,99,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2348,2011-04-12,2,0,4,17,0,2,1,3,0.44,0.4394,0.77,0.2239,29,262,291,April,Tuesday,Summer,Light Snow or Light Rain,0,Weekday
2349,2011-04-12,2,0,4,18,0,2,1,3,0.44,0.4394,0.77,0.2239,21,203,224,April,Tuesday,Summer,Light Snow or Light Rain,0,Weekday
2350,2011-04-12,2,0,4,19,0,2,1,2,0.42,0.4242,0.82,0.2836,3,127,130,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2351,2011-04-12,2,0,4,20,0,2,1,2,0.42,0.4242,0.82,0.2836,9,94,103,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2352,2011-04-12,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,10,74,84,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2353,2011-04-12,2,0,4,22,0,2,1,2,0.4,0.4091,0.94,0.2985,7,47,54,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2354,2011-04-12,2,0,4,23,0,2,1,2,0.4,0.4091,0.94,0.2537,8,31,39,April,Tuesday,Summer,Mist or Cloudy,0,Weekday
2355,2011-04-13,2,0,4,0,0,3,1,2,0.4,0.4091,1.0,0.2985,3,12,15,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2356,2011-04-13,2,0,4,1,0,3,1,2,0.4,0.4091,1.0,0.2985,0,1,1,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2357,2011-04-13,2,0,4,2,0,3,1,3,0.4,0.4091,1.0,0.2985,0,2,2,April,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
2358,2011-04-13,2,0,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284,0,2,2,April,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
2359,2011-04-13,2,0,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284,1,2,3,April,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
2360,2011-04-13,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537,1,4,5,April,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
2361,2011-04-13,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,1,33,34,April,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
2362,2011-04-13,2,0,4,7,0,3,1,3,0.36,0.3485,1.0,0.2239,3,67,70,April,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
2363,2011-04-13,2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.194,6,158,164,April,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
2364,2011-04-13,2,0,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239,2,63,65,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2365,2011-04-13,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,46,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2366,2011-04-13,2,0,4,11,0,3,1,2,0.42,0.4242,0.82,0.194,4,57,61,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2367,2011-04-13,2,0,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537,12,83,95,April,Wednesday,Summer,Light Snow or Light Rain,0,Weekday
2368,2011-04-13,2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,6,55,61,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2369,2011-04-13,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,24,82,106,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2370,2011-04-13,2,0,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,12,69,81,April,Wednesday,Summer,Mist or Cloudy,0,Weekday
2371,2011-04-13,2,0,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,23,119,142,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2372,2011-04-13,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,25,284,309,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2373,2011-04-13,2,0,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,28,293,321,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2374,2011-04-13,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2375,2011-04-13,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,7,119,126,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2376,2011-04-13,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,17,100,117,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2377,2011-04-13,2,0,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,10,89,99,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2378,2011-04-13,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62,April,Wednesday,Summer,Clear or Partly Cloudy,0,Weekday
2379,2011-04-14,2,0,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,3,18,21,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2380,2011-04-14,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,1,9,10,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2381,2011-04-14,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,0,3,3,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2382,2011-04-14,2,0,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,0,2,2,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2383,2011-04-14,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0.0,1,8,9,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2384,2011-04-14,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,2,12,14,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2385,2011-04-14,2,0,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,4,66,70,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2386,2011-04-14,2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0.0,11,182,193,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2387,2011-04-14,2,0,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,21,316,337,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2388,2011-04-14,2,0,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,18,152,170,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2389,2011-04-14,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,21,68,89,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2390,2011-04-14,2,0,4,11,0,4,1,1,0.52,0.5,0.45,0.1642,28,87,115,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2391,2011-04-14,2,0,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343,35,110,145,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2392,2011-04-14,2,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,38,121,159,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2393,2011-04-14,2,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,36,101,137,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2394,2011-04-14,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2395,2011-04-14,2,0,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045,49,153,202,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2396,2011-04-14,2,0,4,17,0,4,1,1,0.6,0.6061,0.28,0.0,50,338,388,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2397,2011-04-14,2,0,4,18,0,4,1,1,0.56,0.5303,0.3,0.0,47,290,337,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2398,2011-04-14,2,0,4,19,0,4,1,1,0.54,0.5152,0.32,0.0,37,222,259,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2399,2011-04-14,2,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,22,147,169,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2400,2011-04-14,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,19,126,145,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
2401,2011-04-14,2,0,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045,22,82,104,April,Thursday,Summer,Clear or Partly Cloudy,0,Weekday
